State,Zipcode,Recipients_Total,Grants_Total,Total,Black,White,NotHisp_Latino,Hisp_Latino,geoid,Median_Income,Below_Poverty_Percent,Below_Poverty_Total,Updated
Florida,32835,8,1714754.52,48078.0,11082.0,29169.0,35681.0,12397.0,86000US32835,64965.0,11.49,5494.0,No
Florida,32836,11,3739735.38,20053.0,919.0,14522.0,16367.0,3686.0,86000US32836,126733.0,6.68,1339.0,No
Florida,32837,18,2638779.27,51310.0,5100.0,34068.0,26750.0,24560.0,86000US32837,66614.0,12.56,6416.0,No
Florida,32839,13,5564942.55,52886.0,23365.0,24201.0,33379.0,19507.0,86000US32839,43554.0,20.79,10313.0,No
Florida,32859,1,6201.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
Florida,32869,1,277571.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
Florida,32899,2,896010.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
Florida,32901,13,6183412.57,25089.0,5045.0,18638.0,22494.0,2595.0,86000US32901,50587.0,22.65,5230.0,No
Florida,32903,4,752642.0,14557.0,151.0,13973.0,13870.0,687.0,86000US32903,109077.0,6.17,896.0,No
Florida,32904,7,1938007.35,32138.0,1914.0,28072.0,28995.0,3143.0,86000US32904,80522.0,10.58,3359.0,No
Florida,32905,5,779170.36,23302.0,3837.0,18627.0,19886.0,3416.0,86000US32905,53766.0,17.68,4066.0,No
Florida,32907,1,49465.64,45037.0,9357.0,34196.0,36945.0,8092.0,86000US32907,59815.0,9.88,4422.0,No
Florida,32908,1,10758.1,13397.0,2914.0,10546.0,11001.0,2396.0,86000US32908,52981.0,15.92,2133.0,No
Florida,32920,6,548638.02,10283.0,269.0,9887.0,9834.0,449.0,86000US32920,72461.0,10.08,1030.0,No
Florida,32922,3,767697.35,16709.0,7176.0,9251.0,13637.0,3072.0,86000US32922,41491.0,28.67,4788.0,No
Florida,32926,1,432564.82,21915.0,2886.0,18403.0,20510.0,1405.0,86000US32926,62067.0,13.35,2827.0,No
Florida,32927,1,13456.0,27377.0,2981.0,25041.0,25717.0,1660.0,86000US32927,70776.0,12.13,3275.0,No
Florida,32931,17,4715279.08,13771.0,132.0,13247.0,12839.0,932.0,86000US32931,97833.0,5.86,806.0,No
Florida,32934,2,378703.28,19105.0,672.0,17251.0,17058.0,2047.0,86000US32934,101526.0,5.92,1121.0,No
Florida,32935,10,797044.26,41209.0,3933.0,36215.0,36264.0,4945.0,86000US32935,61370.0,14.99,6153.0,No
Florida,32937,11,1978787.45,27551.0,873.0,25962.0,25214.0,2337.0,86000US32937,92177.0,8.16,2244.0,No
Florida,32940,15,2065488.25,42171.0,1963.0,38102.0,37288.0,4883.0,86000US32940,89569.0,4.99,2085.0,No
Florida,32949,2,175708.5,2468.0,71.0,2379.0,2129.0,339.0,86000US32949,89028.0,3.65,90.0,No
Florida,32950,1,317874.6,4522.0,335.0,4270.0,4297.0,225.0,86000US32950,82656.0,9.5,429.0,No
Florida,32951,3,441678.5,11974.0,23.0,11714.0,11481.0,493.0,86000US32951,86532.0,5.33,638.0,No
Florida,32952,6,682362.24,20966.0,446.0,20130.0,19506.0,1460.0,86000US32952,93429.0,7.03,1462.0,No
Florida,32953,5,907198.97,23939.0,1708.0,21740.0,21721.0,2218.0,86000US32953,81617.0,12.88,3033.0,No
Florida,32955,7,1102268.16,38889.0,5198.0,32667.0,35125.0,3764.0,86000US32955,85536.0,7.04,2722.0,No
Florida,32958,8,550145.03,28617.0,1537.0,27016.0,27078.0,1539.0,86000US32958,64081.0,11.31,3236.0,No
Florida,32960,17,3518053.24,22036.0,2600.0,18768.0,19783.0,2253.0,86000US32960,60515.0,13.64,2862.0,No
Florida,32962,1,64017.0,26459.0,2506.0,23529.0,20912.0,5547.0,86000US32962,59177.0,11.3,2988.0,No
Florida,32963,6,1250952.01,15027.0,83.0,14807.0,14432.0,595.0,86000US32963,147973.0,4.05,608.0,No
Florida,32966,5,357435.74,18462.0,766.0,17332.0,16832.0,1630.0,86000US32966,66760.0,9.02,1651.0,No
Florida,32967,1,6301.0,22319.0,6000.0,16195.0,20492.0,1827.0,86000US32967,65222.0,18.38,4103.0,No
Florida,32976,1,237847.0,9092.0,0.0,9025.0,8769.0,323.0,86000US32976,45635.0,11.41,1037.0,No
Florida,33004,11,2482741.38,16082.0,4925.0,10798.0,12247.0,3835.0,86000US33004,57440.0,18.94,3014.0,No
Florida,33009,19,4995197.88,41578.0,8354.0,31632.0,26504.0,15074.0,86000US33009,46695.0,20.18,8372.0,No
Florida,33010,9,1625820.94,45246.0,1810.0,40234.0,2119.0,43127.0,86000US33010,36846.0,21.91,9826.0,No
Florida,33012,26,6697709.61,73828.0,1336.0,69970.0,2795.0,71033.0,86000US33012,38052.0,25.65,18879.0,No
Florida,33013,6,919668.19,31712.0,788.0,30376.0,1190.0,30522.0,86000US33013,46370.0,23.04,7248.0,No
Florida,33014,10,1708036.09,41924.0,1444.0,38510.0,4169.0,37755.0,86000US33014,46555.0,20.29,8494.0,No
Florida,33015,14,2037964.75,67191.0,6346.0,56290.0,9906.0,57285.0,86000US33015,57520.0,14.59,9783.0,No
Florida,33016,12,1397437.85,51700.0,1378.0,47700.0,2761.0,48939.0,86000US33016,52732.0,16.15,8328.0,No
Florida,33018,8,550224.89,53419.0,845.0,49694.0,2530.0,50889.0,86000US33018,68629.0,9.44,5039.0,No
Florida,33019,9,3042896.96,13729.0,416.0,13114.0,10117.0,3612.0,86000US33019,108832.0,8.84,1210.0,No
Florida,33020,17,2939469.76,45147.0,14414.0,30546.0,30360.0,14787.0,86000US33020,50946.0,18.56,8246.0,No
Florida,33021,28,4129716.22,49941.0,9374.0,38681.0,33058.0,16883.0,86000US33021,69468.0,9.61,4723.0,No
Florida,33023,10,427905.49,73973.0,40083.0,29641.0,50105.0,23868.0,86000US33023,54309.0,15.2,11209.0,No
Florida,33024,21,5538036.98,76508.0,14911.0,46528.0,36021.0,40487.0,86000US33024,69245.0,10.55,8056.0,No
Florida,33025,14,2034440.2,73428.0,40441.0,29598.0,50103.0,23325.0,86000US33025,66098.0,11.94,8696.0,No
Florida,33026,11,1461351.19,31891.0,4810.0,24101.0,18616.0,13275.0,86000US33026,93990.0,6.83,2171.0,No
Florida,33027,18,5405012.25,60679.0,14519.0,40205.0,32666.0,28013.0,86000US33027,82806.0,11.86,7199.0,No
Florida,33028,2,421533.0,26848.0,4642.0,19310.0,15298.0,11550.0,86000US33028,109199.0,4.35,1166.0,No
Florida,33029,8,665220.81,48161.0,8655.0,36295.0,26000.0,22161.0,86000US33029,117723.0,5.23,2513.0,No
Florida,33030,8,596464.78,35303.0,5889.0,25427.0,9822.0,25481.0,86000US33030,37761.0,28.56,9993.0,No
Florida,33031,1,170494.0,7124.0,423.0,6494.0,3180.0,3944.0,86000US33031,83239.0,5.8,413.0,No
Florida,33032,5,329683.99,50135.0,15443.0,33847.0,16975.0,33160.0,86000US33032,52833.0,19.66,9815.0,No
Florida,33033,12,963363.51,58427.0,11633.0,45778.0,15996.0,42431.0,86000US33033,47500.0,22.26,12949.0,No
Florida,33034,1,93329.0,22142.0,9105.0,12584.0,10469.0,11673.0,86000US33034,31250.0,41.48,8106.0,No
Florida,33036,1,47035.0,3496.0,7.0,3333.0,3093.0,403.0,86000US33036,93750.0,9.6,333.0,No
Florida,33037,13,4260424.65,10816.0,158.0,10431.0,8404.0,2412.0,86000US33037,74441.0,15.93,1720.0,No
Florida,33040,45,22733973.44,34471.0,4684.0,28235.0,24761.0,9710.0,86000US33040,80682.0,11.13,3732.0,No
Florida,33042,1,172124.2,6623.0,156.0,6416.0,6120.0,503.0,86000US33042,101921.0,7.06,466.0,No
Florida,33043,2,113805.83,4933.0,110.0,4785.0,4134.0,799.0,86000US33043,89125.0,11.0,535.0,No
Florida,33050,7,1258197.7,9443.0,646.0,8615.0,6200.0,3243.0,86000US33050,67708.0,11.56,1085.0,No
Florida,33051,2,163081.0,534.0,25.0,509.0,483.0,51.0,86000US33051,120875.0,0.75,4.0,No
Florida,33054,7,2090924.5,31797.0,21335.0,9149.0,21563.0,10234.0,86000US33054,33100.0,34.82,10708.0,No
Florida,33055,2,81789.96,40883.0,12577.0,26350.0,14052.0,26831.0,86000US33055,48644.0,20.44,8248.0,No
Florida,33056,2,327404.0,36110.0,29593.0,6080.0,28858.0,7252.0,86000US33056,46568.0,22.7,8153.0,No
Florida,33060,11,1016815.46,37612.0,16299.0,20694.0,29198.0,8414.0,86000US33060,48977.0,25.27,9380.0,No
Florida,33062,17,4397627.62,22692.0,705.0,21644.0,19938.0,2754.0,86000US33062,90588.0,10.5,2362.0,No
Florida,33063,11,859268.2,54707.0,14588.0,37081.0,38765.0,15942.0,86000US33063,61284.0,11.8,6420.0,No
Florida,33064,11,2136737.7,61293.0,19207.0,39869.0,46580.0,14713.0,86000US33064,57354.0,18.42,11035.0,No
Florida,33065,19,3697381.01,58171.0,19054.0,34944.0,39233.0,18938.0,86000US33065,60707.0,14.06,8134.0,No
Florida,33067,14,2860614.74,27358.0,4439.0,20766.0,21442.0,5916.0,86000US33067,124747.0,3.55,968.0,No
Florida,33068,5,480329.4,52749.0,31771.0,18406.0,39933.0,12816.0,86000US33068,54069.0,18.19,9567.0,No
Florida,33069,11,1681117.41,28138.0,12304.0,15111.0,22216.0,5922.0,86000US33069,58622.0,14.82,3725.0,No
Florida,33070,2,1271126.33,5132.0,45.0,4929.0,3884.0,1248.0,86000US33070,105547.0,4.34,217.0,No
Florida,33071,14,1969729.22,39402.0,7835.0,29722.0,27804.0,11598.0,86000US33071,100531.0,9.04,3556.0,No
Florida,33073,16,2348885.36,35378.0,6015.0,28452.0,25714.0,9664.0,86000US33073,79277.0,7.69,2678.0,No
Florida,33076,14,1710450.25,39091.0,3761.0,31257.0,30937.0,8154.0,86000US33076,142332.0,4.61,1797.0,No
Florida,33101,1,695983.79,0.0,0.0,0.0,0.0,0.0,86000US33101,N/A,N/A,N/A,No
Florida,33122,8,2914698.18,205.0,12.0,132.0,71.0,134.0,86000US33122,N/A,10.73,22.0,No
Florida,33125,9,6109666.67,61156.0,4912.0,54609.0,5195.0,55961.0,86000US33125,33606.0,29.79,17484.0,No
Florida,33126,20,9089160.56,52986.0,1261.0,50874.0,2374.0,50612.0,86000US33126,41600.0,21.54,11373.0,No
Florida,33127,42,28146756.32,31902.0,15419.0,12251.0,15245.0,16657.0,86000US33127,37716.0,31.59,9916.0,No
Florida,33128,6,1558598.28,7992.0,896.0,6996.0,734.0,7258.0,86000US33128,26481.0,32.83,2478.0,No
Florida,33129,2,453190.0,13750.0,370.0,12841.0,4361.0,9389.0,86000US33129,96176.0,12.95,1780.0,No
Florida,33130,27,21963527.56,29737.0,1588.0,26951.0,5149.0,24588.0,86000US33130,38175.0,23.89,7064.0,No
Florida,33131,34,15369611.85,18477.0,630.0,16623.0,8263.0,10214.0,86000US33131,122077.0,8.24,1522.0,No
Florida,33132,34,8957337.13,13849.0,1872.0,11083.0,6668.0,7181.0,86000US33132,100320.0,12.87,1614.0,No
Florida,33133,22,9336360.24,35592.0,3934.0,30484.0,14699.0,20893.0,86000US33133,73523.0,15.01,5330.0,No
Florida,33134,35,10446552.74,40265.0,902.0,38589.0,8437.0,31828.0,86000US33134,94786.0,10.48,4206.0,No
Florida,33135,15,3295741.06,38920.0,1416.0,37029.0,1873.0,37047.0,86000US33135,30983.0,26.12,10110.0,No
Florida,33136,8,2473549.35,15848.0,8230.0,7366.0,8297.0,7551.0,86000US33136,30618.0,37.56,5839.0,No
Florida,33137,26,11885541.63,22955.0,5144.0,16198.0,10958.0,11997.0,86000US33137,71164.0,15.65,3520.0,No
Florida,33138,19,6675083.46,30221.0,11079.0,17454.0,18502.0,11719.0,86000US33138,60076.0,16.56,4988.0,No
Florida,33139,70,51547752.82,39427.0,2315.0,28473.0,18912.0,20515.0,86000US33139,70253.0,15.45,5999.0,No
Florida,33140,7,1338135.71,19938.0,618.0,17474.0,10037.0,9901.0,86000US33140,109531.0,7.88,1554.0,No
Florida,33141,17,7705064.41,39768.0,2561.0,29047.0,13347.0,26421.0,86000US33141,57092.0,14.41,5704.0,No
Florida,33142,9,2102270.75,59073.0,21101.0,31442.0,21265.0,37808.0,86000US33142,33345.0,34.06,19866.0,No
Florida,33143,22,7700813.39,31056.0,2430.0,27109.0,12043.0,19013.0,86000US33143,101000.0,11.17,3454.0,No
Florida,33144,11,5260194.35,29344.0,1060.0,27986.0,1769.0,27575.0,86000US33144,52059.0,12.5,3656.0,No
Florida,33145,14,3237790.67,30713.0,1189.0,28608.0,4939.0,25774.0,86000US33145,60873.0,12.04,3686.0,No
Florida,33146,9,2353953.71,16473.0,892.0,14991.0,8768.0,7705.0,86000US33146,177067.0,7.91,931.0,No
Florida,33147,5,359801.7,47811.0,29315.0,14856.0,28412.0,19399.0,86000US33147,36743.0,28.77,13687.0,No
Florida,33149,6,1618459.75,12943.0,116.0,12624.0,3962.0,8981.0,86000US33149,180640.0,4.89,633.0,No
Florida,33150,6,915566.32,29652.0,22321.0,4932.0,22625.0,7027.0,86000US33150,36719.0,29.91,8775.0,No
Florida,33154,6,1600216.38,14634.0,416.0,12752.0,8301.0,6333.0,86000US33154,100589.0,11.59,1696.0,No
Florida,33155,16,5957596.28,46617.0,1392.0,44832.0,7022.0,39595.0,86000US33155,76987.0,12.74,5902.0,No
Florida,33156,22,8420958.33,33514.0,1146.0,30205.0,15318.0,18196.0,86000US33156,155366.0,7.63,2555.0,No
Florida,33157,17,2270015.77,67455.0,14614.0,48995.0,31487.0,35968.0,86000US33157,70447.0,13.67,9155.0,No
Florida,33158,2,297240.5,6469.0,345.0,5802.0,4200.0,2269.0,86000US33158,184712.0,1.96,127.0,No
Florida,33160,16,9243738.7,39615.0,2143.0,35906.0,21196.0,18419.0,86000US33160,77376.0,11.82,4668.0,No
Florida,33161,6,522929.6,56130.0,35970.0,17488.0,41209.0,14921.0,86000US33161,43391.0,23.12,12525.0,No
Florida,33162,11,1372427.1,47123.0,25884.0,18089.0,33844.0,13279.0,86000US33162,48996.0,16.93,7936.0,No
Florida,33165,21,2777603.77,55822.0,1062.0,53682.0,5101.0,50721.0,86000US33165,61366.0,14.03,7804.0,No
Florida,33166,26,5548638.38,24346.0,1211.0,22007.0,5579.0,18767.0,86000US33166,59189.0,12.49,2810.0,No
Florida,33167,2,312040.08,20582.0,13877.0,5672.0,13518.0,7064.0,86000US33167,43498.0,21.06,4334.0,No
Florida,33168,1,240823.08,27414.0,19240.0,7224.0,20507.0,6907.0,86000US33168,49428.0,16.34,4415.0,No
Florida,33169,6,223188.77,41626.0,34004.0,6524.0,36146.0,5480.0,86000US33169,50124.0,17.77,7336.0,No
Florida,33170,2,335175.47,14121.0,4473.0,9367.0,6199.0,7922.0,86000US33170,44654.0,21.79,3049.0,No
Florida,33172,28,15544242.79,43356.0,783.0,41155.0,2915.0,40441.0,86000US33172,51775.0,12.69,5492.0,No
Florida,33173,10,1225548.78,33089.0,330.0,29816.0,6679.0,26410.0,86000US33173,80685.0,10.68,3499.0,No
Florida,33174,22,5787050.28,34403.0,1703.0,31258.0,4434.0,29969.0,86000US33174,59488.0,14.18,4475.0,No
Florida,33175,11,1625459.29,53348.0,750.0,51621.0,4001.0,49347.0,86000US33175,62779.0,12.41,6604.0,No
Florida,33176,18,5765326.13,52288.0,8937.0,41001.0,19584.0,32704.0,86000US33176,88375.0,9.12,4744.0,No
Florida,33177,13,1571383.41,57526.0,7192.0,46589.0,13060.0,44466.0,86000US33177,62131.0,12.74,7138.0,No
Florida,33178,26,5796026.08,52206.0,1411.0,48770.0,7831.0,44375.0,86000US33178,80114.0,13.02,6791.0,No
Florida,33179,7,1264625.57,44341.0,18749.0,23774.0,28089.0,16252.0,86000US33179,58475.0,11.48,5068.0,No
Florida,33180,31,9548974.37,32441.0,1019.0,30689.0,19751.0,12690.0,86000US33180,100599.0,8.09,2605.0,No
Florida,33181,14,3061657.56,20111.0,6841.0,12442.0,11303.0,8808.0,86000US33181,54375.0,15.86,3131.0,No
Florida,33183,6,2656302.36,36725.0,1033.0,34466.0,4979.0,31746.0,86000US33183,65737.0,13.34,4881.0,No
Florida,33184,8,667520.29,21785.0,443.0,21031.0,1270.0,20515.0,86000US33184,60990.0,10.13,2207.0,No
Florida,33185,4,513842.14,31359.0,555.0,28268.0,3029.0,28330.0,86000US33185,89825.0,7.48,2341.0,No
Florida,33186,33,9151141.48,68581.0,4397.0,59756.0,22157.0,46424.0,86000US33186,73533.0,11.73,8017.0,No
Florida,33187,2,26282.0,19392.0,1814.0,16340.0,5154.0,14238.0,86000US33187,82485.0,8.05,1557.0,No
Florida,33189,9,1129046.58,25298.0,4564.0,19046.0,9710.0,15588.0,86000US33189,66635.0,11.17,2818.0,No
Florida,33193,5,689930.6,49999.0,1221.0,46426.0,5347.0,44652.0,86000US33193,64294.0,13.57,6761.0,No
Florida,33196,10,1713171.52,53047.0,3218.0,43587.0,10709.0,42338.0,86000US33196,80442.0,9.34,4952.0,No
Florida,33301,20,12698277.69,14988.0,1449.0,13127.0,12744.0,2244.0,86000US33301,147589.0,5.2,739.0,No
Florida,33304,14,4849666.21,18351.0,3547.0,14255.0,15185.0,3166.0,86000US33304,80788.0,16.52,3025.0,No
Florida,33305,12,4529955.54,12222.0,670.0,11103.0,10890.0,1332.0,86000US33305,126193.0,7.34,888.0,No
Florida,33306,2,297237.47,3124.0,74.0,2930.0,2737.0,387.0,86000US33306,108452.0,6.43,201.0,No
Florida,33308,22,4295234.4,27294.0,821.0,25478.0,23155.0,4139.0,86000US33308,98188.0,7.55,2043.0,No
Florida,33309,18,3562614.31,40844.0,18956.0,20175.0,31208.0,9636.0,86000US33309,57943.0,17.37,7044.0,No
Florida,33311,10,587253.93,76073.0,64327.0,10715.0,71587.0,4486.0,86000US33311,41071.0,30.56,23019.0,No
Florida,33312,22,5643004.34,55298.0,17501.0,34083.0,37564.0,17734.0,86000US33312,60772.0,15.82,8618.0,No
Florida,33313,14,1993781.13,62842.0,50026.0,10972.0,56661.0,6181.0,86000US33313,44563.0,20.55,12786.0,No
Florida,33314,12,2773899.78,27261.0,4081.0,18231.0,13846.0,13415.0,86000US33314,53950.0,19.55,5105.0,No
Florida,33315,2,540796.19,13801.0,956.0,11989.0,10549.0,3252.0,86000US33315,85047.0,13.32,1831.0,No
Florida,33316,18,6165030.01,9736.0,947.0,8323.0,8125.0,1611.0,86000US33316,106201.0,12.69,1210.0,No
Florida,33317,13,5999694.66,38427.0,10854.0,25078.0,25966.0,12461.0,86000US33317,76221.0,14.65,5616.0,No
Florida,33319,6,3894929.28,46786.0,29216.0,16329.0,38536.0,8250.0,86000US33319,54466.0,14.6,6804.0,No
Florida,33321,12,950585.86,47413.0,13127.0,31163.0,32408.0,15005.0,86000US33321,58972.0,11.81,5560.0,No
Florida,33322,11,3037059.29,39097.0,8282.0,28167.0,25930.0,13167.0,86000US33322,73510.0,10.48,4093.0,No
Florida,33323,24,8884952.75,21651.0,4251.0,16051.0,14191.0,7460.0,86000US33323,103806.0,3.4,734.0,No
Florida,33324,29,10097190.64,49045.0,8533.0,36510.0,33979.0,15066.0,86000US33324,76828.0,9.44,4619.0,No
Florida,33325,6,339289.55,29369.0,2323.0,24453.0,16757.0,12612.0,86000US33325,89604.0,7.47,2191.0,No
Florida,33326,15,3772654.3,33155.0,2042.0,28439.0,15810.0,17345.0,86000US33326,101440.0,6.85,2269.0,No
Florida,33327,2,1171849.73,23811.0,829.0,20829.0,10820.0,12991.0,86000US33327,120806.0,7.4,1762.0,No
Florida,33328,16,3790251.81,29626.0,2171.0,24197.0,21741.0,7885.0,86000US33328,108851.0,8.42,2474.0,No
Florida,33330,8,1148087.07,15793.0,1465.0,12399.0,10394.0,5399.0,86000US33330,143066.0,5.85,921.0,No
Florida,33331,5,731491.36,25718.0,2350.0,21488.0,15044.0,10674.0,86000US33331,127193.0,3.38,869.0,No
Florida,33332,1,27633.02,11622.0,849.0,9781.0,6157.0,5465.0,86000US33332,148153.0,3.9,452.0,No
Florida,33334,9,1599062.08,29494.0,5144.0,22653.0,19751.0,9743.0,86000US33334,61776.0,17.15,5051.0,No
Florida,33351,17,3307331.55,35769.0,15047.0,18662.0,25348.0,10421.0,86000US33351,65297.0,12.47,4385.0,No
Florida,33388,5,601530.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
Florida,33401,33,9541990.7,28687.0,11538.0,16045.0,24124.0,4563.0,86000US33401,65106.0,17.3,4674.0,No
Florida,33403,6,633404.4,12794.0,6212.0,6569.0,11591.0,1203.0,86000US33403,67172.0,14.69,1877.0,No
Florida,33404,5,291016.43,29339.0,20880.0,8352.0,28020.0,1319.0,86000US33404,49577.0,23.93,6994.0,No
Florida,33405,11,1604250.15,20633.0,1458.0,18217.0,9242.0,11391.0,86000US33405,69838.0,19.31,3971.0,No
Florida,33407,7,1176552.07,31551.0,19584.0,10376.0,26060.0,5491.0,86000US33407,50842.0,23.3,7245.0,No
Florida,33408,9,1553021.4,18207.0,491.0,17169.0,16426.0,1781.0,86000US33408,111875.0,6.34,1155.0,No
Florida,33409,14,1091473.95,33212.0,12732.0,18243.0,21920.0,11292.0,86000US33409,50200.0,20.36,6597.0,No
Florida,33410,11,1833632.82,35089.0,2179.0,30851.0,30482.0,4607.0,86000US33410,101540.0,7.71,2673.0,No
Florida,33411,17,6565752.93,72546.0,17854.0,49984.0,56716.0,15830.0,86000US33411,87086.0,7.38,5273.0,No
Florida,33413,6,1361110.73,17487.0,5381.0,11391.0,11253.0,6234.0,86000US33413,68909.0,10.08,1757.0,No
Florida,33414,12,1848768.16,61323.0,9431.0,48585.0,45633.0,15690.0,86000US33414,96694.0,6.93,4241.0,No
Florida,33415,8,959303.32,51791.0,11489.0,38392.0,23137.0,28654.0,86000US33415,49070.0,19.52,10012.0,No
Florida,33417,5,1004808.89,33743.0,12917.0,20154.0,24458.0,9285.0,86000US33417,49123.0,20.62,6937.0,No
Florida,33418,5,402236.2,40926.0,2925.0,35956.0,36294.0,4632.0,86000US33418,117151.0,6.04,2452.0,No
Florida,33426,17,5013169.27,23866.0,4824.0,18260.0,19560.0,4306.0,86000US33426,67447.0,8.89,2108.0,No
Florida,33428,5,594268.0,41441.0,3289.0,35826.0,31970.0,9471.0,86000US33428,83680.0,10.39,4292.0,No
Florida,33431,23,9206121.06,21610.0,1460.0,18865.0,18106.0,3504.0,86000US33431,116021.0,8.5,1602.0,No
Florida,33432,18,6566399.33,20487.0,1154.0,18284.0,17519.0,2968.0,86000US33432,111719.0,10.7,2192.0,No
Florida,33433,12,2059546.09,40257.0,1176.0,36011.0,33398.0,6859.0,86000US33433,88015.0,8.38,3323.0,No
Florida,33434,5,755341.5,20486.0,836.0,18143.0,17665.0,2821.0,86000US33434,98813.0,6.63,1356.0,No
Florida,33435,13,3381260.18,36166.0,14216.0,20774.0,31331.0,4835.0,86000US33435,62492.0,16.95,6100.0,No
Florida,33436,4,360128.9,44489.0,10428.0,32031.0,36490.0,7999.0,86000US33436,74680.0,9.42,4163.0,No
Florida,33437,4,520825.62,38152.0,4857.0,32881.0,34445.0,3707.0,86000US33437,79953.0,5.79,2201.0,No
Florida,33440,7,607054.99,19761.0,3889.0,14472.0,9832.0,9929.0,86000US33440,48678.0,28.65,5628.0,No
Florida,33441,11,1444855.83,27323.0,9203.0,16832.0,23620.0,3703.0,86000US33441,55036.0,16.55,4506.0,No
Florida,33442,13,2141855.19,28964.0,3111.0,24742.0,23710.0,5254.0,86000US33442,65732.0,10.77,3093.0,No
Florida,33444,8,1694553.17,24597.0,11742.0,11579.0,21906.0,2691.0,86000US33444,61806.0,15.11,3697.0,No
Florida,33445,5,3581456.15,31703.0,7973.0,22251.0,27956.0,3747.0,86000US33445,70997.0,10.23,3216.0,No
Florida,33446,5,1579330.53,26006.0,1079.0,23487.0,23147.0,2859.0,86000US33446,86661.0,9.62,2501.0,No
Florida,33455,2,105963.43,22200.0,1470.0,20168.0,20913.0,1287.0,86000US33455,79258.0,10.48,2303.0,No
Florida,33458,13,1248805.28,58714.0,2734.0,52728.0,48550.0,10164.0,86000US33458,104681.0,8.62,5007.0,No
Florida,33460,12,1314796.39,32573.0,6583.0,24435.0,17535.0,15038.0,86000US33460,46700.0,24.2,7747.0,No
Florida,33461,6,747789.56,47735.0,9906.0,35371.0,22403.0,25332.0,86000US33461,47457.0,19.75,9374.0,No
Florida,33462,6,866955.02,33241.0,7021.0,25354.0,24674.0,8567.0,86000US33462,63067.0,14.43,4758.0,No
Florida,33463,9,1590731.67,63577.0,18451.0,40076.0,41861.0,21716.0,86000US33463,58693.0,14.42,9096.0,No
Florida,33467,12,1503507.67,54261.0,5422.0,46479.0,43415.0,10846.0,86000US33467,88627.0,6.86,3718.0,No
Florida,33469,8,5050085.12,14924.0,107.0,14413.0,13850.0,1074.0,86000US33469,105817.0,6.34,945.0,No
Florida,33470,2,80755.0,27317.0,3406.0,22872.0,20689.0,6628.0,86000US33470,94490.0,9.78,2668.0,No
Florida,33471,2,62028.03,6866.0,1688.0,5118.0,5173.0,1693.0,86000US33471,50972.0,20.63,1164.0,No
Florida,33472,5,300761.02,,,,,,,,,,
Florida,33477,4,916368.33,12608.0,150.0,12285.0,11868.0,740.0,86000US33477,112944.0,6.38,803.0,No
Florida,33478,1,25778.0,14067.0,219.0,13655.0,12808.0,1259.0,86000US33478,115594.0,3.42,480.0,No
Florida,33480,3,3074006.85,10031.0,90.0,9589.0,9513.0,518.0,86000US33480,193750.0,5.81,583.0,No
Florida,33483,12,2296652.14,12703.0,722.0,11811.0,12240.0,463.0,86000US33483,121838.0,7.93,1005.0,No
Florida,33484,6,757882.42,26299.0,2128.0,23315.0,23870.0,2429.0,86000US33484,63219.0,8.45,2189.0,No
Florida,33486,4,393869.79,23325.0,1035.0,20110.0,19756.0,3569.0,86000US33486,112719.0,11.55,2660.0,No
Florida,33487,9,3015448.16,20677.0,844.0,18789.0,18180.0,2497.0,86000US33487,98919.0,7.67,1585.0,No
Florida,33496,9,1495571.15,22530.0,712.0,20759.0,19394.0,3136.0,86000US33496,136283.0,6.3,1416.0,No
Florida,33498,2,166980.0,15150.0,370.0,13370.0,12600.0,2550.0,86000US33498,121316.0,4.95,749.0,No
Florida,33510,2,79151.83,29574.0,5784.0,21314.0,21386.0,8188.0,86000US33510,66282.0,10.77,3159.0,No
Florida,33511,23,4627677.12,58833.0,11627.0,43145.0,43448.0,15385.0,86000US33511,66996.0,10.48,6100.0,No
Florida,33513,2,80086.79,12713.0,1321.0,10923.0,11021.0,1692.0,86000US33513,48199.0,15.97,1669.0,No
Florida,33523,1,58965.08,18835.0,2049.0,16345.0,14080.0,4755.0,86000US33523,54123.0,16.47,3075.0,No
Florida,33525,3,306864.98,20576.0,1563.0,18285.0,17368.0,3208.0,86000US33525,62439.0,15.47,2976.0,No
Florida,33527,1,71776.0,15092.0,791.0,12800.0,10597.0,4495.0,86000US33527,73136.0,21.55,3242.0,No
Florida,33534,4,601044.94,17123.0,3290.0,12377.0,10972.0,6151.0,86000US33534,64640.0,19.92,3396.0,No
Florida,33538,1,42826.0,4728.0,54.0,4574.0,4556.0,172.0,86000US33538,49648.0,17.75,836.0,No
Florida,33541,1,236263.0,21612.0,1854.0,19004.0,19412.0,2200.0,86000US33541,51066.0,17.17,3593.0,No
Florida,33542,4,233153.99,22057.0,991.0,20546.0,18920.0,3137.0,86000US33542,45793.0,18.25,3968.0,No
Florida,33543,9,5706142.74,28156.0,3434.0,22496.0,22021.0,6135.0,86000US33543,93199.0,8.21,2303.0,No
Florida,33544,9,1832846.94,28187.0,2884.0,23665.0,21939.0,6248.0,86000US33544,89679.0,5.18,1447.0,No
