Zipcode,Total,Black,White,NotHisp_Latino,Hisp_Latino,geoid,Median_Income,Below_Poverty_Percent,Below_Poverty_Total,Updated
33001,331.0,0.0,302.0,261.0,70.0,86000US33001,70083.0,20.54,68.0,No
33002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33004,16082.0,4925.0,10798.0,12247.0,3835.0,86000US33004,57440.0,18.94,3014.0,No
33008,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33009,41578.0,8354.0,31632.0,26504.0,15074.0,86000US33009,46695.0,20.18,8372.0,No
33010,45246.0,1810.0,40234.0,2119.0,43127.0,86000US33010,36846.0,21.91,9826.0,No
33011,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33012,73828.0,1336.0,69970.0,2795.0,71033.0,86000US33012,38052.0,25.65,18879.0,No
33013,31712.0,788.0,30376.0,1190.0,30522.0,86000US33013,46370.0,23.04,7248.0,No
33014,41924.0,1444.0,38510.0,4169.0,37755.0,86000US33014,46555.0,20.29,8494.0,No
33015,67191.0,6346.0,56290.0,9906.0,57285.0,86000US33015,57520.0,14.59,9783.0,No
33016,51700.0,1378.0,47700.0,2761.0,48939.0,86000US33016,52732.0,16.15,8328.0,No
33017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33018,53419.0,845.0,49694.0,2530.0,50889.0,86000US33018,68629.0,9.44,5039.0,No
33019,13729.0,416.0,13114.0,10117.0,3612.0,86000US33019,108832.0,8.84,1210.0,No
33020,45147.0,14414.0,30546.0,30360.0,14787.0,86000US33020,50946.0,18.56,8246.0,No
33021,49941.0,9374.0,38681.0,33058.0,16883.0,86000US33021,69468.0,9.61,4723.0,No
33022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33023,73973.0,40083.0,29641.0,50105.0,23868.0,86000US33023,54309.0,15.2,11209.0,No
33024,76508.0,14911.0,46528.0,36021.0,40487.0,86000US33024,69245.0,10.55,8056.0,No
33025,73428.0,40441.0,29598.0,50103.0,23325.0,86000US33025,66098.0,11.94,8696.0,No
33026,31891.0,4810.0,24101.0,18616.0,13275.0,86000US33026,93990.0,6.83,2171.0,No
33027,60679.0,14519.0,40205.0,32666.0,28013.0,86000US33027,82806.0,11.86,7199.0,No
33028,26848.0,4642.0,19310.0,15298.0,11550.0,86000US33028,109199.0,4.35,1166.0,No
33029,48161.0,8655.0,36295.0,26000.0,22161.0,86000US33029,117723.0,5.23,2513.0,No
33030,35303.0,5889.0,25427.0,9822.0,25481.0,86000US33030,37761.0,28.56,9993.0,No
33031,7124.0,423.0,6494.0,3180.0,3944.0,86000US33031,83239.0,5.8,413.0,No
33032,50135.0,15443.0,33847.0,16975.0,33160.0,86000US33032,52833.0,19.66,9815.0,No
33033,58427.0,11633.0,45778.0,15996.0,42431.0,86000US33033,47500.0,22.26,12949.0,No
33034,22142.0,9105.0,12584.0,10469.0,11673.0,86000US33034,31250.0,41.48,8106.0,No
33035,16159.0,5008.0,11823.0,6901.0,9258.0,86000US33035,70528.0,18.51,2973.0,No
33036,3496.0,7.0,3333.0,3093.0,403.0,86000US33036,93750.0,9.6,333.0,No
33037,10816.0,158.0,10431.0,8404.0,2412.0,86000US33037,74441.0,15.93,1720.0,No
33039,280.0,30.0,250.0,30.0,250.0,86000US33039,89432.0,21.43,60.0,No
33040,34471.0,4684.0,28235.0,24761.0,9710.0,86000US33040,80682.0,11.13,3732.0,No
33041,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33042,6623.0,156.0,6416.0,6120.0,503.0,86000US33042,101921.0,7.06,466.0,No
33043,4933.0,110.0,4785.0,4134.0,799.0,86000US33043,89125.0,11.0,535.0,No
33045,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33050,9443.0,646.0,8615.0,6200.0,3243.0,86000US33050,67708.0,11.56,1085.0,No
33051,534.0,25.0,509.0,483.0,51.0,86000US33051,120875.0,0.75,4.0,No
33052,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33054,31797.0,21335.0,9149.0,21563.0,10234.0,86000US33054,33100.0,34.82,10708.0,No
33055,40883.0,12577.0,26350.0,14052.0,26831.0,86000US33055,48644.0,20.44,8248.0,No
33056,36110.0,29593.0,6080.0,28858.0,7252.0,86000US33056,46568.0,22.7,8153.0,No
33060,37612.0,16299.0,20694.0,29198.0,8414.0,86000US33060,48977.0,25.27,9380.0,No
33061,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33062,22692.0,705.0,21644.0,19938.0,2754.0,86000US33062,90588.0,10.5,2362.0,No
33063,54707.0,14588.0,37081.0,38765.0,15942.0,86000US33063,61284.0,11.8,6420.0,No
33064,61293.0,19207.0,39869.0,46580.0,14713.0,86000US33064,57354.0,18.42,11035.0,No
33065,58171.0,19054.0,34944.0,39233.0,18938.0,86000US33065,60707.0,14.06,8134.0,No
33066,16752.0,2948.0,13685.0,14648.0,2104.0,86000US33066,68128.0,8.65,1448.0,No
33067,27358.0,4439.0,20766.0,21442.0,5916.0,86000US33067,124747.0,3.55,968.0,No
33068,52749.0,31771.0,18406.0,39933.0,12816.0,86000US33068,54069.0,18.19,9567.0,No
33069,28138.0,12304.0,15111.0,22216.0,5922.0,86000US33069,58622.0,14.82,3725.0,No
33070,5132.0,45.0,4929.0,3884.0,1248.0,86000US33070,105547.0,4.34,217.0,No
33071,39402.0,7835.0,29722.0,27804.0,11598.0,86000US33071,100531.0,9.04,3556.0,No
33072,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33073,35378.0,6015.0,28452.0,25714.0,9664.0,86000US33073,79277.0,7.69,2678.0,No
33074,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33075,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33076,39091.0,3761.0,31257.0,30937.0,8154.0,86000US33076,142332.0,4.61,1797.0,No
33077,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33081,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33082,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33083,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33084,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33090,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33092,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33093,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33093,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33097,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33101,0.0,0.0,0.0,0.0,0.0,86000US33101,N/A,N/A,N/A,No
33102,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33107,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33109,408.0,0.0,391.0,350.0,58.0,86000US33109,N/A,10.29,42.0,No
33110,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33111,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33112,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33114,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33116,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33119,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33121,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33122,205.0,12.0,132.0,71.0,134.0,86000US33122,N/A,10.73,22.0,No
33124,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33125,61156.0,4912.0,54609.0,5195.0,55961.0,86000US33125,33606.0,29.79,17484.0,No
33126,52986.0,1261.0,50874.0,2374.0,50612.0,86000US33126,41600.0,21.54,11373.0,No
33127,31902.0,15419.0,12251.0,15245.0,16657.0,86000US33127,37716.0,31.59,9916.0,No
33128,7992.0,896.0,6996.0,734.0,7258.0,86000US33128,26481.0,32.83,2478.0,No
33129,13750.0,370.0,12841.0,4361.0,9389.0,86000US33129,96176.0,12.95,1780.0,No
33130,29737.0,1588.0,26951.0,5149.0,24588.0,86000US33130,38175.0,23.89,7064.0,No
33131,18477.0,630.0,16623.0,8263.0,10214.0,86000US33131,122077.0,8.24,1522.0,No
33132,13849.0,1872.0,11083.0,6668.0,7181.0,86000US33132,100320.0,12.87,1614.0,No
33133,35592.0,3934.0,30484.0,14699.0,20893.0,86000US33133,73523.0,15.01,5330.0,No
33134,40265.0,902.0,38589.0,8437.0,31828.0,86000US33134,94786.0,10.48,4206.0,No
33135,38920.0,1416.0,37029.0,1873.0,37047.0,86000US33135,30983.0,26.12,10110.0,No
33136,15848.0,8230.0,7366.0,8297.0,7551.0,86000US33136,30618.0,37.56,5839.0,No
33137,22955.0,5144.0,16198.0,10958.0,11997.0,86000US33137,71164.0,15.65,3520.0,No
33138,30221.0,11079.0,17454.0,18502.0,11719.0,86000US33138,60076.0,16.56,4988.0,No
33139,39427.0,2315.0,28473.0,18912.0,20515.0,86000US33139,70253.0,15.45,5999.0,No
33140,19938.0,618.0,17474.0,10037.0,9901.0,86000US33140,109531.0,7.88,1554.0,No
33141,39768.0,2561.0,29047.0,13347.0,26421.0,86000US33141,57092.0,14.41,5704.0,No
33142,59073.0,21101.0,31442.0,21265.0,37808.0,86000US33142,33345.0,34.06,19866.0,No
33143,31056.0,2430.0,27109.0,12043.0,19013.0,86000US33143,101000.0,11.17,3454.0,No
33144,29344.0,1060.0,27986.0,1769.0,27575.0,86000US33144,52059.0,12.5,3656.0,No
33145,30713.0,1189.0,28608.0,4939.0,25774.0,86000US33145,60873.0,12.04,3686.0,No
33146,16473.0,892.0,14991.0,8768.0,7705.0,86000US33146,177067.0,7.91,931.0,No
33147,47811.0,29315.0,14856.0,28412.0,19399.0,86000US33147,36743.0,28.77,13687.0,No
33148,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33149,12943.0,116.0,12624.0,3962.0,8981.0,86000US33149,180640.0,4.89,633.0,No
33150,29652.0,22321.0,4932.0,22625.0,7027.0,86000US33150,36719.0,29.91,8775.0,No
33151,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33152,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33153,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33154,14634.0,416.0,12752.0,8301.0,6333.0,86000US33154,100589.0,11.59,1696.0,No
33155,46617.0,1392.0,44832.0,7022.0,39595.0,86000US33155,76987.0,12.74,5902.0,No
33156,33514.0,1146.0,30205.0,15318.0,18196.0,86000US33156,155366.0,7.63,2555.0,No
33157,67455.0,14614.0,48995.0,31487.0,35968.0,86000US33157,70447.0,13.67,9155.0,No
33158,6469.0,345.0,5802.0,4200.0,2269.0,86000US33158,184712.0,1.96,127.0,No
33159,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33160,39615.0,2143.0,35906.0,21196.0,18419.0,86000US33160,77376.0,11.82,4668.0,No
33161,56130.0,35970.0,17488.0,41209.0,14921.0,86000US33161,43391.0,23.12,12525.0,No
33162,47123.0,25884.0,18089.0,33844.0,13279.0,86000US33162,48996.0,16.93,7936.0,No
33163,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33164,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33165,55822.0,1062.0,53682.0,5101.0,50721.0,86000US33165,61366.0,14.03,7804.0,No
33166,24346.0,1211.0,22007.0,5579.0,18767.0,86000US33166,59189.0,12.49,2810.0,No
33167,20582.0,13877.0,5672.0,13518.0,7064.0,86000US33167,43498.0,21.06,4334.0,No
33168,27414.0,19240.0,7224.0,20507.0,6907.0,86000US33168,49428.0,16.34,4415.0,No
33169,41626.0,34004.0,6524.0,36146.0,5480.0,86000US33169,50124.0,17.77,7336.0,No
33170,14121.0,4473.0,9367.0,6199.0,7922.0,86000US33170,44654.0,21.79,3049.0,No
33172,43356.0,783.0,41155.0,2915.0,40441.0,86000US33172,51775.0,12.69,5492.0,No
33173,33089.0,330.0,29816.0,6679.0,26410.0,86000US33173,80685.0,10.68,3499.0,No
33174,34403.0,1703.0,31258.0,4434.0,29969.0,86000US33174,59488.0,14.18,4475.0,No
33175,53348.0,750.0,51621.0,4001.0,49347.0,86000US33175,62779.0,12.41,6604.0,No
33176,52288.0,8937.0,41001.0,19584.0,32704.0,86000US33176,88375.0,9.12,4744.0,No
33177,57526.0,7192.0,46589.0,13060.0,44466.0,86000US33177,62131.0,12.74,7138.0,No
33178,52206.0,1411.0,48770.0,7831.0,44375.0,86000US33178,80114.0,13.02,6791.0,No
33179,44341.0,18749.0,23774.0,28089.0,16252.0,86000US33179,58475.0,11.48,5068.0,No
33180,32441.0,1019.0,30689.0,19751.0,12690.0,86000US33180,100599.0,8.09,2605.0,No
33181,20111.0,6841.0,12442.0,11303.0,8808.0,86000US33181,54375.0,15.86,3131.0,No
33182,16607.0,1312.0,14992.0,2502.0,14105.0,86000US33182,83110.0,5.62,775.0,No
33183,36725.0,1033.0,34466.0,4979.0,31746.0,86000US33183,65737.0,13.34,4881.0,No
33184,21785.0,443.0,21031.0,1270.0,20515.0,86000US33184,60990.0,10.13,2207.0,No
33185,31359.0,555.0,28268.0,3029.0,28330.0,86000US33185,89825.0,7.48,2341.0,No
33186,68581.0,4397.0,59756.0,22157.0,46424.0,86000US33186,73533.0,11.73,8017.0,No
33187,19392.0,1814.0,16340.0,5154.0,14238.0,86000US33187,82485.0,8.05,1557.0,No
33188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33189,25298.0,4564.0,19046.0,9710.0,15588.0,86000US33189,66635.0,11.17,2818.0,No
33190,16147.0,3290.0,12336.0,5288.0,10859.0,86000US33190,63200.0,13.4,2157.0,No
33193,49999.0,1221.0,46426.0,5347.0,44652.0,86000US33193,64294.0,13.57,6761.0,No
33194,8081.0,1162.0,6476.0,2524.0,5557.0,86000US33194,120456.0,7.03,432.0,No
33195,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33196,53047.0,3218.0,43587.0,10709.0,42338.0,86000US33196,80442.0,9.34,4952.0,No
33197,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33199,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33231,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33233,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33234,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33238,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33239,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33242,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33243,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33245,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33247,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33255,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33256,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33257,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33261,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33265,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33266,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33269,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33280,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33283,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33296,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33299,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33301,14988.0,1449.0,13127.0,12744.0,2244.0,86000US33301,147589.0,5.2,739.0,No
33302,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33303,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33304,18351.0,3547.0,14255.0,15185.0,3166.0,86000US33304,80788.0,16.52,3025.0,No
33305,12222.0,670.0,11103.0,10890.0,1332.0,86000US33305,126193.0,7.34,888.0,No
33306,3124.0,74.0,2930.0,2737.0,387.0,86000US33306,108452.0,6.43,201.0,No
33307,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33308,27294.0,821.0,25478.0,23155.0,4139.0,86000US33308,98188.0,7.55,2043.0,No
33309,40844.0,18956.0,20175.0,31208.0,9636.0,86000US33309,57943.0,17.37,7044.0,No
33310,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33311,76073.0,64327.0,10715.0,71587.0,4486.0,86000US33311,41071.0,30.56,23019.0,No
33312,55298.0,17501.0,34083.0,37564.0,17734.0,86000US33312,60772.0,15.82,8618.0,No
33313,62842.0,50026.0,10972.0,56661.0,6181.0,86000US33313,44563.0,20.55,12786.0,No
33314,27261.0,4081.0,18231.0,13846.0,13415.0,86000US33314,53950.0,19.55,5105.0,No
33315,13801.0,956.0,11989.0,10549.0,3252.0,86000US33315,85047.0,13.32,1831.0,No
33316,9736.0,947.0,8323.0,8125.0,1611.0,86000US33316,106201.0,12.69,1210.0,No
33317,38427.0,10854.0,25078.0,25966.0,12461.0,86000US33317,76221.0,14.65,5616.0,No
33318,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33319,46786.0,29216.0,16329.0,38536.0,8250.0,86000US33319,54466.0,14.6,6804.0,No
33320,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33321,47413.0,13127.0,31163.0,32408.0,15005.0,86000US33321,58972.0,11.81,5560.0,No
33322,39097.0,8282.0,28167.0,25930.0,13167.0,86000US33322,73510.0,10.48,4093.0,No
33323,21651.0,4251.0,16051.0,14191.0,7460.0,86000US33323,103806.0,3.4,734.0,No
33324,49045.0,8533.0,36510.0,33979.0,15066.0,86000US33324,76828.0,9.44,4619.0,No
33325,29369.0,2323.0,24453.0,16757.0,12612.0,86000US33325,89604.0,7.47,2191.0,No
33326,33155.0,2042.0,28439.0,15810.0,17345.0,86000US33326,101440.0,6.85,2269.0,No
33327,23811.0,829.0,20829.0,10820.0,12991.0,86000US33327,120806.0,7.4,1762.0,No
33328,29626.0,2171.0,24197.0,21741.0,7885.0,86000US33328,108851.0,8.42,2474.0,No
33329,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33330,15793.0,1465.0,12399.0,10394.0,5399.0,86000US33330,143066.0,5.85,921.0,No
33331,25718.0,2350.0,21488.0,15044.0,10674.0,86000US33331,127193.0,3.38,869.0,No
33332,11622.0,849.0,9781.0,6157.0,5465.0,86000US33332,148153.0,3.9,452.0,No
33334,29494.0,5144.0,22653.0,19751.0,9743.0,86000US33334,61776.0,17.15,5051.0,No
33335,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33336,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33337,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33338,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33339,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33340,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33345,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33346,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33348,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33349,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33351,35769.0,15047.0,18662.0,25348.0,10421.0,86000US33351,65297.0,12.47,4385.0,No
33355,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33359,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33388,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33394,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33401,28687.0,11538.0,16045.0,24124.0,4563.0,86000US33401,65106.0,17.3,4674.0,No
33402,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33403,12794.0,6212.0,6569.0,11591.0,1203.0,86000US33403,67172.0,14.69,1877.0,No
33404,29339.0,20880.0,8352.0,28020.0,1319.0,86000US33404,49577.0,23.93,6994.0,No
33405,20633.0,1458.0,18217.0,9242.0,11391.0,86000US33405,69838.0,19.31,3971.0,No
33406,27585.0,3553.0,22850.0,13508.0,14077.0,86000US33406,67214.0,9.01,2334.0,No
33407,31551.0,19584.0,10376.0,26060.0,5491.0,86000US33407,50842.0,23.3,7245.0,No
33408,18207.0,491.0,17169.0,16426.0,1781.0,86000US33408,111875.0,6.34,1155.0,No
33409,33212.0,12732.0,18243.0,21920.0,11292.0,86000US33409,50200.0,20.36,6597.0,No
33410,35089.0,2179.0,30851.0,30482.0,4607.0,86000US33410,101540.0,7.71,2673.0,No
33411,72546.0,17854.0,49984.0,56716.0,15830.0,86000US33411,87086.0,7.38,5273.0,No
33412,15472.0,2288.0,12335.0,13870.0,1602.0,86000US33412,105746.0,5.61,866.0,No
33413,17487.0,5381.0,11391.0,11253.0,6234.0,86000US33413,68909.0,10.08,1757.0,No
33414,61323.0,9431.0,48585.0,45633.0,15690.0,86000US33414,96694.0,6.93,4241.0,No
33415,51791.0,11489.0,38392.0,23137.0,28654.0,86000US33415,49070.0,19.52,10012.0,No
33416,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33417,33743.0,12917.0,20154.0,24458.0,9285.0,86000US33417,49123.0,20.62,6937.0,No
33418,40926.0,2925.0,35956.0,36294.0,4632.0,86000US33418,117151.0,6.04,2452.0,No
33419,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33420,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33421,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33422,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33424,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33425,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33426,23866.0,4824.0,18260.0,19560.0,4306.0,86000US33426,67447.0,8.89,2108.0,No
33427,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33428,41441.0,3289.0,35826.0,31970.0,9471.0,86000US33428,83680.0,10.39,4292.0,No
33429,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33430,23172.0,13580.0,8928.0,15383.0,7789.0,86000US33430,32392.0,41.78,9368.0,No
33431,21610.0,1460.0,18865.0,18106.0,3504.0,86000US33431,116021.0,8.5,1602.0,No
33432,20487.0,1154.0,18284.0,17519.0,2968.0,86000US33432,111719.0,10.7,2192.0,No
33433,40257.0,1176.0,36011.0,33398.0,6859.0,86000US33433,88015.0,8.38,3323.0,No
33434,20486.0,836.0,18143.0,17665.0,2821.0,86000US33434,98813.0,6.63,1356.0,No
33435,36166.0,14216.0,20774.0,31331.0,4835.0,86000US33435,62492.0,16.95,6100.0,No
33436,44489.0,10428.0,32031.0,36490.0,7999.0,86000US33436,74680.0,9.42,4163.0,No
33437,38152.0,4857.0,32881.0,34445.0,3707.0,86000US33437,79953.0,5.79,2201.0,No
33438,367.0,39.0,319.0,166.0,201.0,86000US33438,56250.0,4.63,17.0,No
33439,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33440,19761.0,3889.0,14472.0,9832.0,9929.0,86000US33440,48678.0,28.65,5628.0,No
33441,27323.0,9203.0,16832.0,23620.0,3703.0,86000US33441,55036.0,16.55,4506.0,No
33442,28964.0,3111.0,24742.0,23710.0,5254.0,86000US33442,65732.0,10.77,3093.0,No
33443,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33444,24597.0,11742.0,11579.0,21906.0,2691.0,86000US33444,61806.0,15.11,3697.0,No
33445,31703.0,7973.0,22251.0,27956.0,3747.0,86000US33445,70997.0,10.23,3216.0,No
33446,26006.0,1079.0,23487.0,23147.0,2859.0,86000US33446,86661.0,9.62,2501.0,No
33447,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33448,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33454,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33455,22200.0,1470.0,20168.0,20913.0,1287.0,86000US33455,79258.0,10.48,2303.0,No
33458,58714.0,2734.0,52728.0,48550.0,10164.0,86000US33458,104681.0,8.62,5007.0,No
33459,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33460,32573.0,6583.0,24435.0,17535.0,15038.0,86000US33460,46700.0,24.2,7747.0,No
33461,47735.0,9906.0,35371.0,22403.0,25332.0,86000US33461,47457.0,19.75,9374.0,No
33462,33241.0,7021.0,25354.0,24674.0,8567.0,86000US33462,63067.0,14.43,4758.0,No
33463,63577.0,18451.0,40076.0,41861.0,21716.0,86000US33463,58693.0,14.42,9096.0,No
33464,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33465,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33466,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33467,54261.0,5422.0,46479.0,43415.0,10846.0,86000US33467,88627.0,6.86,3718.0,No
33468,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33469,14924.0,107.0,14413.0,13850.0,1074.0,86000US33469,105817.0,6.34,945.0,No
33470,27317.0,3406.0,22872.0,20689.0,6628.0,86000US33470,94490.0,9.78,2668.0,No
33471,6866.0,1688.0,5118.0,5173.0,1693.0,86000US33471,50972.0,20.63,1164.0,No
33474,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33475,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33476,8513.0,5691.0,2375.0,6588.0,1925.0,86000US33476,30458.0,43.0,3472.0,No
33477,12608.0,150.0,12285.0,11868.0,740.0,86000US33477,112944.0,6.38,803.0,No
33478,14067.0,219.0,13655.0,12808.0,1259.0,86000US33478,115594.0,3.42,480.0,No
33480,10031.0,90.0,9589.0,9513.0,518.0,86000US33480,193750.0,5.81,583.0,No
33481,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33482,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33483,12703.0,722.0,11811.0,12240.0,463.0,86000US33483,121838.0,7.93,1005.0,No
33484,26299.0,2128.0,23315.0,23870.0,2429.0,86000US33484,63219.0,8.45,2189.0,No
33486,23325.0,1035.0,20110.0,19756.0,3569.0,86000US33486,112719.0,11.55,2660.0,No
33487,20677.0,844.0,18789.0,18180.0,2497.0,86000US33487,98919.0,7.67,1585.0,No
33488,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
